origin,destination,intermediate,distance,duration,static_duration,polyline,request_time
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,755s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T14:19:05Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,327s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T14:19:05Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,696s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T14:40:54Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,326s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T14:40:54Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,451s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T15:22:34Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,298s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T15:22:34Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,523s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T15:42:43Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,292s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T15:42:43Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,472s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T16:18:44Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,299s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T16:18:44Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,494s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T18:28:53Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,324s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T18:28:53Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,507s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T20:19:04Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,352s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T20:19:04Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,488s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T21:22:52Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,341s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T21:22:52Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,491s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T21:38:17Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,368s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T21:38:17Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,584s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T22:19:00Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,440s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T22:19:01Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,858s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T22:42:56Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,604s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T22:42:56Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,1118s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T23:19:15Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,543s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T23:19:15Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,830s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-13T23:40:28Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,535s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-13T23:40:28Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,421s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T02:01:52Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,305s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T02:01:52Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,407s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T02:45:13Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,311s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T02:45:13Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,398s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T03:06:48Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,304s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T03:06:48Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,379s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T04:27:33Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,295s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T04:27:33Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,330s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T06:40:20Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3899,262s,329s,ai|eGreo`Pb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T06:40:20Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,488s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T13:04:16Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,294s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T13:04:16Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,502s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T13:28:33Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,685s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T13:28:33Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,634s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T13:46:33Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,470s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T13:46:33Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,479s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T14:18:56Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,361s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T14:18:57Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,464s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T14:41:16Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,333s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T14:41:16Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,508s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T15:18:23Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,303s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T15:18:24Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,444s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T15:40:36Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,306s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T15:40:36Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,429s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T16:18:52Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,308s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T16:18:52Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,595s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T18:28:52Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,339s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T18:28:52Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,479s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T20:18:46Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,414s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T20:18:46Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,526s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T21:22:13Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,357s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T21:22:13Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,598s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T21:39:49Z
Wilson_at_Willy,JND_at_Rimrock,JND_at_North_Shore,3898,361s,329s,ai|eGreo`PBPXCt@H\PpDpDxBrC`CfDjCzDfOzSlDrEfCbD~AnAtChBrAr@t@\xChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHcItAkAzAaArDwAbGmBhAc@zA}@nGyE|AaBfAwA~@{Aj@eA,2025-11-14T21:39:50Z
JND_at_Rimrock,Wilson_at_Willy,JND_at_North_Shore,4366,906s,459s,{pveG||n`PbGpHN]{GkI}B|D{@hAwA|A{AlAuFrDwB~@}GzBeDzAaAl@_At@kAfA}ElFsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBO@{@YMASDNHFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@BYJBV,2025-11-14T22:17:31Z
